[2024-12-22T00:00:01.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-22T00:00:01.510+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.521+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.522+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-22T00:00:01.544+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-21 00:00:00+00:00
[2024-12-22T00:00:01.552+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=27755) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-22T00:00:01.554+0000] {standard_task_runner.py:72} INFO - Started process 27757 to run task
[2024-12-22T00:00:01.556+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'fetch_and_insert_news', 'fetch_and_insert_news_all_countries', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '21', '--raw', '--subdir', 'DAGS_FOLDER/snowflake_connector_dag.py', '--cfg-path', '/tmp/tmpy8r22yvf']
[2024-12-22T00:00:01.559+0000] {standard_task_runner.py:105} INFO - Job 21: Subtask fetch_and_insert_news_all_countries
[2024-12-22T00:00:01.621+0000] {task_command.py:467} INFO - Running <TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [running]> on host 4fe538676cbc
[2024-12-22T18:02:12.741+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:17.742+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-04 to 2020-08-05 for SZ...
[2024-12-22T18:02:20.613+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:25.613+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-05 to 2020-08-06 for SZ...
[2024-12-22T18:02:28.361+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:33.362+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-06 to 2020-08-07 for SZ...
[2024-12-22T18:02:36.057+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:41.059+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-07 to 2020-08-08 for SZ...
[2024-12-22T18:02:44.152+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:49.155+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-08 to 2020-08-09 for SZ...
[2024-12-22T18:02:52.354+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:02:57.353+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-09 to 2020-08-10 for SZ...
[2024-12-22T18:03:00.384+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:05.386+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-10 to 2020-08-11 for SZ...
[2024-12-22T18:03:08.357+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:13.359+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-11 to 2020-08-12 for SZ...
[2024-12-22T18:03:16.277+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:21.279+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-12 to 2020-08-13 for SZ...
[2024-12-22T18:03:24.135+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:29.137+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-13 to 2020-08-14 for SZ...
[2024-12-22T18:03:32.055+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:37.057+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-14 to 2020-08-15 for SZ...
[2024-12-22T18:03:40.026+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:45.027+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-15 to 2020-08-16 for SZ...
[2024-12-22T18:03:47.928+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:03:52.928+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-16 to 2020-08-17 for SZ...
[2024-12-22T18:03:55.566+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:00.567+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-17 to 2020-08-18 for SZ...
[2024-12-22T18:04:03.387+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:08.389+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-18 to 2020-08-19 for SZ...
[2024-12-22T18:04:11.329+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:16.330+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-19 to 2020-08-20 for SZ...
[2024-12-22T18:04:22.426+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:27.426+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-20 to 2020-08-21 for SZ...
[2024-12-22T18:04:30.451+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:35.452+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-21 to 2020-08-22 for SZ...
[2024-12-22T18:04:39.490+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:44.491+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-22 to 2020-08-23 for SZ...
[2024-12-22T18:04:47.268+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:04:52.269+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-23 to 2020-08-24 for SZ...
[2024-12-22T18:04:56.023+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:01.024+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-24 to 2020-08-25 for SZ...
[2024-12-22T18:05:04.401+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:09.402+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-25 to 2020-08-26 for SZ...
[2024-12-22T18:05:12.237+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:17.238+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-26 to 2020-08-27 for SZ...
[2024-12-22T18:05:20.168+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:25.169+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-27 to 2020-08-28 for SZ...
[2024-12-22T18:05:28.075+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:33.077+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-28 to 2020-08-29 for SZ...
[2024-12-22T18:05:36.220+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:05:41.222+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-29 to 2020-08-30 for SZ...
[2024-12-22T18:05:44.033+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:10:49.015+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-30 to 2020-08-31 for SZ...
[2024-12-22T18:10:52.226+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:10:57.225+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-08-31 to 2020-09-01 for SZ...
[2024-12-22T18:11:00.536+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:05.537+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-01 to 2020-09-02 for SZ...
[2024-12-22T18:11:08.612+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:13.614+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-02 to 2020-09-03 for SZ...
[2024-12-22T18:11:16.322+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:21.323+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-03 to 2020-09-04 for SZ...
[2024-12-22T18:11:24.369+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:29.371+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-04 to 2020-09-05 for SZ...
[2024-12-22T18:11:32.614+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:37.615+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-05 to 2020-09-06 for SZ...
[2024-12-22T18:11:40.634+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:45.635+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-06 to 2020-09-07 for SZ...
[2024-12-22T18:11:50.119+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:11:55.119+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-07 to 2020-09-08 for SZ...
[2024-12-22T18:11:58.936+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:03.937+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-08 to 2020-09-09 for SZ...
[2024-12-22T18:12:07.344+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:12.346+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-09 to 2020-09-10 for SZ...
[2024-12-22T18:12:15.153+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:20.154+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-10 to 2020-09-11 for SZ...
[2024-12-22T18:12:23.116+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:28.117+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-11 to 2020-09-12 for SZ...
[2024-12-22T18:12:30.999+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:36.000+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-12 to 2020-09-13 for SZ...
[2024-12-22T18:12:39.417+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:44.419+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-13 to 2020-09-14 for SZ...
[2024-12-22T18:12:47.066+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:12:52.068+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-14 to 2020-09-15 for SZ...
[2024-12-22T18:12:55.066+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:00.067+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-15 to 2020-09-16 for SZ...
[2024-12-22T18:13:02.690+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:07.691+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-16 to 2020-09-17 for SZ...
[2024-12-22T18:13:11.464+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:16.466+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-17 to 2020-09-18 for SZ...
[2024-12-22T18:13:19.159+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:24.159+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-18 to 2020-09-19 for SZ...
[2024-12-22T18:13:27.066+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:32.068+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-19 to 2020-09-20 for SZ...
[2024-12-22T18:13:34.749+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:39.752+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-20 to 2020-09-21 for SZ...
[2024-12-22T18:13:44.763+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:49.765+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-21 to 2020-09-22 for SZ...
[2024-12-22T18:13:53.684+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:13:58.685+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-22 to 2020-09-23 for SZ...
[2024-12-22T18:14:01.423+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:06.425+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-23 to 2020-09-24 for SZ...
[2024-12-22T18:14:09.187+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:14.188+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-24 to 2020-09-25 for SZ...
[2024-12-22T18:14:16.977+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:21.979+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-25 to 2020-09-26 for SZ...
[2024-12-22T18:14:24.746+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:29.748+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-26 to 2020-09-27 for SZ...
[2024-12-22T18:14:33.230+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:38.232+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-27 to 2020-09-28 for SZ...
[2024-12-22T18:14:41.595+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:46.597+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-28 to 2020-09-29 for SZ...
[2024-12-22T18:14:49.906+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:14:54.905+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-29 to 2020-09-30 for SZ...
[2024-12-22T18:14:59.526+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:04.507+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-09-30 to 2020-10-01 for SZ...
[2024-12-22T18:20:08.441+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:13.443+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-01 to 2020-10-02 for SZ...
[2024-12-22T18:20:16.070+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:21.072+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-02 to 2020-10-03 for SZ...
[2024-12-22T18:20:23.885+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:28.887+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-03 to 2020-10-04 for SZ...
[2024-12-22T18:20:31.425+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:36.427+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-04 to 2020-10-05 for SZ...
[2024-12-22T18:20:39.565+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:44.567+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-05 to 2020-10-06 for SZ...
[2024-12-22T18:20:47.159+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:52.161+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-06 to 2020-10-07 for SZ...
[2024-12-22T18:20:54.839+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:20:59.840+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-07 to 2020-10-08 for SZ...
[2024-12-22T18:21:02.553+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:07.555+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-08 to 2020-10-09 for SZ...
[2024-12-22T18:21:11.383+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:16.384+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-09 to 2020-10-10 for SZ...
[2024-12-22T18:21:19.579+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:24.578+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-10 to 2020-10-11 for SZ...
[2024-12-22T18:21:27.409+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:32.410+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-11 to 2020-10-12 for SZ...
[2024-12-22T18:21:35.762+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:40.764+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-12 to 2020-10-13 for SZ...
[2024-12-22T18:21:43.397+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:48.399+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-13 to 2020-10-14 for SZ...
[2024-12-22T18:21:51.201+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:21:56.201+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-14 to 2020-10-15 for SZ...
[2024-12-22T18:21:59.098+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:04.099+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-15 to 2020-10-16 for SZ...
[2024-12-22T18:22:06.845+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:11.846+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-16 to 2020-10-17 for SZ...
[2024-12-22T18:22:14.568+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:19.570+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-17 to 2020-10-18 for SZ...
[2024-12-22T18:22:22.327+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:27.327+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-18 to 2020-10-19 for SZ...
[2024-12-22T18:22:30.144+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:35.146+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-19 to 2020-10-20 for SZ...
[2024-12-22T18:22:37.673+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:42.674+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-20 to 2020-10-21 for SZ...
[2024-12-22T18:22:43.983+0000] {logging_mixin.py:190} INFO - No valid articles found for date: 2020-10-20 and country: SZ.
[2024-12-22T18:22:48.985+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-21 to 2020-10-22 for SZ...
[2024-12-22T18:22:51.430+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:22:56.429+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-22 to 2020-10-23 for SZ...
[2024-12-22T18:22:59.109+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:04.111+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-23 to 2020-10-24 for SZ...
[2024-12-22T18:23:07.063+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:12.064+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-24 to 2020-10-25 for SZ...
[2024-12-22T18:23:14.868+0000] {logging_mixin.py:190} INFO - Inserted 222 articles into Snowflake table for SZ.
[2024-12-22T18:23:19.869+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-25 to 2020-10-26 for SZ...
[2024-12-22T18:23:22.730+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:27.730+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-26 to 2020-10-27 for SZ...
[2024-12-22T18:23:30.679+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:35.680+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-27 to 2020-10-28 for SZ...
[2024-12-22T18:23:38.752+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:43.753+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-28 to 2020-10-29 for SZ...
[2024-12-22T18:23:46.318+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:23:51.320+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-29 to 2020-10-30 for SZ...
[2024-12-22T18:23:54.091+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:28:59.072+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-30 to 2020-10-31 for SZ...
[2024-12-22T18:29:02.049+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T18:29:07.051+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-10-31 to 2020-11-01 for SZ...
[2024-12-22T18:29:09.600+0000] {logging_mixin.py:190} INFO - Inserted 233 articles into Snowflake table for SZ.
[2024-12-22T18:29:14.601+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-11-01 to 2020-11-02 for SZ...
[2024-12-22T18:29:17.287+0000] {logging_mixin.py:190} INFO - Inserted 249 articles into Snowflake table for SZ.
[2024-12-22T18:29:22.289+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-11-02 to 2020-11-03 for SZ...
